timestamp,elapsed_time,Plastic_1_in_water_pixel_area,Plastic_1_in_water_area_cm2,Plastic_2_in_acid_pixel_area,Plastic_2_in_acid_area_cm2
20250410_124527,665.68,102770.5,4.143980062153672,101162.0,4.079121061467929
20250410_124537,675.71,102747.5,4.143052640943991,101109.5,4.077004121750179
20250410_124547,685.74,102708.5,4.141480057153663,101075.0,4.0756129899356575
20250410_124557,695.85,102690.5,4.140754249250434,101148.0,4.078556544209863
20250410_124607,705.88,102722.0,4.142024413081084,101197.0,4.080532354613096
20250410_124617,715.98,102697.0,4.141016346548822,101125.5,4.0776492843308265
20250410_124627,726.08,102734.0,4.14250828501657,101091.0,4.0762581525163055
20250410_124637,736.18,102710.5,4.141560702476244,101126.5,4.077689606992117
20250410_124647,746.22,102649.0,4.139080858806879,101188.5,4.080189611992127
20250410_124657,756.33,102656.5,4.139383278766558,101161.5,4.079100900137284
20250410_124707,766.42,102806.5,4.14543167796013,101128.0,4.077750090984053
20250410_124717,776.52,102769.0,4.1439195781617375,101035.5,4.074020244814683
20250410_124728,786.55,102648.0,4.139040536145589,101120.0,4.077427509693729
20250410_124738,796.65,102778.0,4.144282482113352,101131.0,4.077871058967924
20250410_124748,806.69,102742.5,4.142851027637539,101064.5,4.075189601992107
20250410_124758,816.72,102739.5,4.142730059653668,0.0,0.0
20250410_124808,826.76,102735.0,4.142548607677861,101094.5,4.076399281830821
20250410_124818,836.86,102767.5,4.143859094169801,101112.0,4.077104928403405
20250410_124828,846.96,102828.5,4.1463187765085205,101122.5,4.077528316346955
20250410_124838,856.99,102748.5,4.143092963605282,101088.5,4.076157345863079
20250410_124848,867.09,102774.5,4.144141352798835,101004.0,4.072750080984033
20250410_124858,877.12,102819.0,4.145935711226262,101094.0,4.076379120500176
20250410_124908,887.22,102733.0,4.142467962355279,101104.0,4.076782347113081
20250410_124918,897.33,102713.5,4.141681670460115,101115.0,4.077225896387277
20250410_124928,907.43,102720.0,4.141943767758503,101173.5,4.07958477207277
20250410_124939,917.53,102772.5,4.144060707476253,101156.5,4.078899286830832
20250410_124949,927.63,102741.0,4.142790543645604,101100.5,4.0766412177985645
20250410_124959,937.74,102735.5,4.142568769008506,101029.0,4.073758147516295
20250410_125009,947.77,102751.5,4.143213931589154,101032.5,4.073899276830812
20250410_125019,957.81,102732.5,4.142447801024635,101167.5,4.079342836105027
20250410_125029,967.9,102784.5,4.14454457941174,101193.5,4.0803912252985794
20250410_125039,977.93,102780.0,4.144363127435932,101185.5,4.080068644008255
20250410_125049,987.97,102754.0,4.143314738242379,101112.0,4.077104928403405
20250410_125059,998.07,102740.0,4.142750220984313,101162.5,4.079141222798575
20250410_125109,1008.1,102752.5,4.1432542542504445,101102.5,4.076721863121145
20250410_125119,1018.13,102720.0,4.141943767758503,101163.0,4.07916138412922
20250410_125129,1028.17,102647.5,4.139020374814943,101091.0,4.0762581525163055
20250410_125139,1038.2,102777.0,4.144242159452061,101064.0,4.075169440661462
20250410_125149,1048.23,102800.5,4.145189741992387,101177.0,4.079725901387286
20250410_125159,1058.34,102764.0,4.143717964855284,101134.0,4.077992026951796
20250410_125209,1068.37,102714.5,4.141721993121406,101100.0,4.07662105646792
20250410_125219,1078.4,102699.0,4.141096991871403,101113.5,4.077165412395341
20250410_125229,1088.43,102805.5,4.14539135529884,101103.0,4.076742024451791
20250410_125240,1098.53,102750.5,4.143173608927863,101116.0,4.077266219048568
20250410_125250,1108.63,102686.0,4.1405727972746265,101129.0,4.077790413645343
20250410_125300,1118.67,102807.0,4.145451839290775,101116.0,4.077266219048568
20250410_125310,1128.7,102813.0,4.145693775258518,101137.0,4.078112994935667
20250410_125320,1138.73,102737.5,4.142649414331086,101061.0,4.07504847267759
20250410_125330,1148.76,102734.0,4.14250828501657,101012.0,4.073072662274357
20250410_125340,1158.87,102881.5,4.148455877556916,101090.5,4.07623799118566
20250410_125350,1168.97,102762.5,4.143657480863348,101201.5,4.080713806588904
20250410_125400,1179.0,102753.5,4.143294576911734,101068.5,4.075350892637269
20250410_125410,1189.03,102761.0,4.1435969968714135,101090.0,4.076217829855015
20250410_125420,1199.13,102782.0,4.144443772758513,101152.5,4.07873799618567
20250410_125430,1209.23,102768.0,4.143879255500447,101115.5,4.077246057717922
20250410_125440,1219.34,102840.0,4.146782487113361,101102.5,4.076721863121145
20250410_125450,1229.45,102715.0,4.141742154452051,101068.0,4.075330731306624
20250410_125500,1239.47,102747.5,4.143052640943991,100976.0,4.071621046467899
20250410_125510,1249.5,102779.0,4.144322804774641,101050.5,4.07462508473404
20250410_125521,1259.61,102765.5,4.14377844884722,101191.0,4.080290418645354
20250410_125531,1269.64,102779.0,4.144322804774641,101113.0,4.077145251064696
20250410_125541,1279.67,102799.0,4.145129258000452,101053.5,4.074746052717912
20250410_125551,1289.7,102715.5,4.141762315782696,101151.0,4.078677512193734
20250410_125601,1299.74,102847.0,4.147064745742395,101145.0,4.078435576225991
20250410_125611,1309.84,102775.0,4.14416151412948,101141.5,4.078294446911475
20250410_125621,1319.87,102760.0,4.143556674210123,101127.5,4.077729929653408
20250410_125631,1329.97,102789.0,4.144726031387547,101113.0,4.077145251064696
20250410_125641,1340.07,102736.0,4.142588930339151,101146.0,4.078475898887282
20250410_125651,1350.18,102765.5,4.14377844884722,101118.5,4.077367025701793
20250410_125701,1360.28,102736.5,4.142609091669796,101096.0,4.076459765822758
20250410_125711,1370.33,102725.5,4.142165542395601,101181.5,4.079907353363094
20250410_125721,1380.35,102770.5,4.143980062153672,101029.5,4.07377830884694
20250410_125731,1390.38,102778.0,4.144282482113352,101032.0,4.073879115500167
20250410_125741,1400.41,102662.0,4.139605053403655,101160.0,4.079040416145348
20250410_125751,1410.51,102794.5,4.1449478060246445,101179.0,4.079806546709867
20250410_125802,1420.54,102688.0,4.140653442597208,101093.5,4.076358959169531
20250410_125812,1430.58,102784.5,4.14454457941174,101002.0,4.072669435661452
