timestamp,elapsed_time,Plastic_1_in_water_pixel_area,Plastic_1_in_water_area_cm2,Plastic_2_in_acid_pixel_area,Plastic_2_in_acid_area_cm2
20250411_074217,68876.02,102644.0,4.138879245500426,100657.0,4.058758117516235
20250411_074227,68886.05,102641.0,4.138758277516555,100698.5,4.06043150795979
20250411_074237,68896.08,102645.0,4.138919568161717,100718.5,4.0612379611856
20250411_074247,68906.11,102632.0,4.138395373564941,100716.0,4.061137154532373
20250411_074257,68916.15,102666.0,4.139766344048817,100651.0,4.058516181548493
20250411_074307,68926.18,102634.5,4.138496180218168,100722.0,4.061379090500116
20250411_074317,68936.21,102708.5,4.141480057153663,100688.0,4.06000812001624
20250411_074327,68946.24,102700.5,4.141157475863339,100729.5,4.061681510459795
20250411_074337,68956.28,102603.5,4.137246177718162,100685.5,4.059907313363014
20250411_074347,68966.31,102609.0,4.13746795235526,100876.5,4.067608941669496
20250411_074357,68976.34,102666.0,4.139766344048817,100657.0,4.058758117516235
20250411_074407,68986.37,102673.5,4.140068764008496,100753.5,4.062649254330767
20250411_074417,68996.41,102695.5,4.140955862556886,100748.0,4.062427479693669
20250411_074427,69006.44,102608.0,4.137427629693969,100687.5,4.059987958685595
20250411_074437,69016.47,102595.0,4.136903435097193,100700.0,4.060491991951726
20250411_074447,69026.51,102618.0,4.137830856306874,100680.0,4.059685538725916
20250411_074457,69036.54,102547.5,4.134988108685895,100731.0,4.061741994451731
20250411_074508,69046.57,102725.0,4.142145381064956,100788.5,4.064060547475934
20250411_074518,69056.6,102615.0,4.137709888323003,100755.0,4.062709738322702
20250411_074528,69066.64,102654.5,4.139302633443977,100714.5,4.061076670540438
20250411_074538,69076.66,102668.5,4.139867150702044,0.0,0.0
20250411_074548,69086.7,102663.5,4.139665537395591,100662.0,4.058959730822688
20250411_074558,69096.73,102704.0,4.141298605177855,100727.0,4.061580703806569
20250411_074608,69106.76,102565.0,4.135693755258478,100700.0,4.060491991951726
20250411_074618,69116.79,102657.5,4.139423601427848,100731.0,4.061741994451731
20250411_074628,69126.83,102652.5,4.139221988121395,100730.5,4.061721833121085
20250411_074638,69136.86,102657.5,4.139423601427848,0.0,0.0
20250411_074648,69146.89,102602.5,4.137205855056871,100747.0,4.062387157032378
20250411_074658,69156.92,102647.5,4.139020374814943,100716.0,4.061137154532373
20250411_074708,69166.95,102674.0,4.140088925339141,0.0,0.0
20250411_074718,69176.99,102662.0,4.139605053403655,100694.0,4.060250055983983
20250411_074728,69187.02,102609.5,4.137488113685905,100746.5,4.062366995701733
20250411_074738,69197.05,102671.0,4.13996795735527,100817.0,4.065209743322712
20250411_074748,69207.08,102710.0,4.141540541145599,100758.0,4.062830706306574
20250411_074758,69217.12,102626.0,4.138153437597198,100705.0,4.060693605258178
20250411_074808,69227.15,102669.0,4.139887312032688,100733.0,4.061822639774312
20250411_074818,69237.18,102611.0,4.13754859767784,100692.0,4.060169410661402
20250411_074828,69247.21,102621.5,4.13797198562139,100661.5,4.0589395694920425
20250411_074838,69257.25,102690.5,4.140754249250434,100769.5,4.063294416911415
20250411_074848,69267.28,102641.0,4.138758277516555,100657.5,4.05877827884688
20250411_074858,69277.31,102610.0,4.1375082750165495,100804.0,4.064685548725937
20250411_074908,69287.35,102597.0,4.136984080419774,100741.5,4.062165382395281
20250411_074918,69297.38,102577.5,4.136197788524609,100603.5,4.056600855137194
20250411_074928,69307.41,102625.0,4.138113114935908,100630.0,4.057669405661392
20250411_074938,69317.44,102633.0,4.138435696226231,100798.0,4.064443612758193
20250411_074948,69327.47,102626.0,4.138153437597198,100747.5,4.062407318363023
20250411_074958,69337.51,102641.5,4.1387784388472,100685.0,4.059887152032369
20250411_075008,69347.54,102604.0,4.137266339048807,100654.0,4.058637149532363
20250411_075019,69357.57,102634.0,4.138476018887522,100688.0,4.06000812001624
20250411_075029,69367.6,102619.5,4.137891340298809,0.0,0.0
20250411_075039,69377.64,102612.0,4.137588920339131,100718.0,4.061217799854955
20250411_075049,69387.67,102683.5,4.140471990621401,100717.5,4.06119763852431
20250411_075059,69397.7,102697.5,4.141036507879467,100799.5,4.064504096750129
20250411_075109,69407.73,102610.5,4.137528436347195,100688.0,4.06000812001624
20250411_075119,69417.76,102590.5,4.136721983121386,100683.5,4.059826668040433
20250411_075129,69427.8,102606.0,4.137346984371388,100761.0,4.062951674290445
20250411_075139,69437.83,102588.0,4.136621176468159,100707.0,4.060774250580759
20250411_075149,69447.86,102662.5,4.1396252147343,100658.5,4.058818601508171
20250411_075159,69457.89,102655.0,4.139322794774622,100784.5,4.063899256830772
20250411_075209,69467.93,102572.5,4.135996175218157,100692.5,4.060189571992048
20250411_075219,69477.96,102661.0,4.139564730742364,100700.5,4.060512153282371
20250411_075229,69487.99,102682.0,4.140411506629465,100675.5,4.059504086750109
20250411_075239,69498.02,102650.5,4.139141342798815,0.0,0.0
20250411_075249,69508.06,102612.0,4.137588920339131,100697.5,4.060391185298499
20250411_075259,69518.09,102668.0,4.139846989371399,100727.5,4.061600865137214
20250411_075309,69528.12,102633.0,4.138435696226231,100703.0,4.060612959935598
20250411_075319,69538.15,102581.0,4.136338917839126,100781.0,4.063758127516255
20250411_075329,69548.19,102705.0,4.141338927839146,100738.0,4.062024253080764
20250411_075339,69558.22,102622.0,4.137992146952036,0.0,0.0
20250411_075349,69568.25,102591.0,4.136742144452031,100746.0,4.0623468343710885
20250411_075359,69578.28,102619.0,4.137871178968164,100803.0,4.064645226064646
20250411_075409,69588.32,102673.0,4.140048602677851,100686.0,4.059927474693659
20250411_075419,69598.35,102599.0,4.137064725742355,100702.0,4.060572637274307
20250411_075429,69608.38,102609.0,4.13746795235526,100686.0,4.059927474693659
20250411_075439,69618.41,102587.5,4.136601015137514,0.0,0.0
20250411_075449,69628.45,102600.5,4.1371252097342905,100699.0,4.060451669290435
20250411_075459,69638.48,102555.5,4.135310689976219,100686.0,4.059927474693659
20250411_075509,69648.51,102601.0,4.137145371064936,100705.0,4.060693605258178
20250411_075519,69658.54,102693.5,4.1408752172343055,100750.0,4.06250812501625
20250411_075530,69668.57,102600.0,4.137105048403646,100654.5,4.058657310863008
20250411_075540,69678.61,102620.5,4.1379316629601,100681.0,4.059725861387207
20250411_075550,69688.64,102653.0,4.13924214945204,100724.5,4.061479897153342
20250411_075600,69698.67,102614.0,4.137669565661712,100632.5,4.057770212314618
20250411_075610,69708.7,102656.5,4.139383278766558,100717.5,4.06119763852431
20250411_075620,69718.74,102680.0,4.140330861306884,100761.5,4.062971835621091
20250411_075630,69728.77,102603.5,4.137246177718162,100765.0,4.063112964935607
20250411_075640,69738.8,102658.5,4.139463924089139,100728.0,4.06162102646786
20250411_075650,69748.83,102592.5,4.136802628443967,100671.5,4.059342796104947
20250411_075700,69758.87,102638.0,4.138637309532683,100738.5,4.062044414411409
20250411_075710,69768.9,102678.5,4.140270377314948,100603.5,4.056600855137194
20250411_075720,69778.94,102614.5,4.137689726992357,100687.5,4.059987958685595
20250411_075730,69788.96,102569.5,4.135875207234285,100673.0,4.059403280096883
20250411_075740,69798.99,102599.0,4.137064725742355,0.0,0.0
20250411_075750,69809.03,102683.5,4.140471990621401,100680.5,4.059705700056561
20250411_075800,69819.06,102578.5,4.1362381111859,100763.5,4.063052480943671
20250411_075810,69829.09,102602.0,4.137185693726226,100670.5,4.0593024734436565
20250411_075820,69839.13,102625.0,4.138113114935908,100677.5,4.05958473207269
20250411_075830,69849.16,102645.0,4.138919568161717,100729.0,4.0616613491291504
20250411_075840,69859.19,102688.0,4.140653442597208,100745.5,4.062326673040443
20250411_075850,69869.22,102567.5,4.1357945619117045,100639.0,4.058032309613006
20250411_075900,69879.25,102588.5,4.136641337798805,100668.0,4.059201666790431
20250411_075910,69889.29,102686.0,4.1405727972746265,100646.5,4.058334729572685
20250411_075920,69899.32,102610.0,4.1375082750165495,0.0,0.0
20250411_075930,69909.35,102594.0,4.136863112435902,100723.0,4.061419413161407
20250411_075940,69919.38,102633.5,4.138455857556877,100700.0,4.060491991951726
20250411_075950,69929.42,102660.0,4.1395244080810745,100744.5,4.062286350379153
20250411_080000,69939.45,102658.0,4.139443762758493,100760.5,4.062931512959801
20250411_080010,69949.48,102650.5,4.139141342798815,100742.5,4.062205705056572
20250411_080020,69959.51,102631.5,4.138375212234296,100797.5,4.064423451427548
20250411_080030,69969.54,102668.0,4.139846989371399,100756.0,4.062750060983993
20250411_080041,69979.58,102545.5,4.134907463363313,100707.5,4.060794411911404
20250411_080051,69989.61,102562.0,4.135572787274607,100733.5,4.061842801104957
20250411_080101,69999.65,102662.0,4.139605053403655,100735.5,4.061923446427538
20250411_080111,70009.68,102589.5,4.136681660460095,100727.0,4.061580703806569
20250411_080121,70019.71,102651.0,4.13916150412946,100583.5,4.055794401911385
20250411_080131,70029.74,102561.0,4.135532464613316,100679.5,4.0596653773952704
20250411_080141,70039.77,102718.0,4.141863122435923,100666.5,4.059141182798495
20250411_080151,70049.8,102602.0,4.137185693726226,100680.5,4.059705700056561
20250411_080201,70059.84,102668.0,4.139846989371399,100622.5,4.057366985701713
20250411_080211,70069.87,102646.5,4.138980052153652,100571.5,4.055310529975898
20250411_080221,70079.9,102585.5,4.136520369814933,100760.0,4.062911351629155
20250411_080231,70089.94,102591.0,4.136742144452031,100759.5,4.06289119029851
20250411_080241,70099.97,102629.5,4.138294566911714,100736.0,4.061943607758183
20250411_080251,70110.0,102626.0,4.138153437597198,100820.0,4.065330711306584
20250411_080301,70120.03,102609.0,4.13746795235526,100737.5,4.06200409175012
20250411_080311,70130.06,102578.5,4.1362381111859,100685.5,4.059907313363014
20250411_080321,70140.1,102613.5,4.137649404331067,100644.0,4.058233922919459
20250411_080331,70150.13,102561.0,4.135532464613316,100713.5,4.061036347879147
20250411_080341,70160.16,102656.0,4.139363117435912,0.0,0.0
20250411_080351,70170.19,102591.0,4.136742144452031,100671.0,4.059322634774301
20250411_080401,70180.22,102588.0,4.136621176468159,0.0,0.0
20250411_080411,70190.26,102630.5,4.138334889573005,100571.0,4.055290368645253
20250411_080421,70200.29,102580.0,4.136298595177835,100628.5,4.057608921669456
20250411_080431,70210.32,102643.5,4.138859084169781,100718.0,4.061217799854955
20250411_080441,70220.35,102683.0,4.140451829290755,100749.0,4.06246780235496
20250411_080451,70230.39,102636.5,4.138576825540748,0.0,0.0
20250411_080501,70240.42,102736.5,4.142609091669796,100740.0,4.062104898403345
20250411_080511,70250.45,102651.0,4.13916150412946,100647.5,4.058375052233975
20250411_080521,70260.48,102678.5,4.140270377314948,100654.0,4.058637149532363
20250411_080531,70270.52,102584.5,4.1364800471536425,100753.0,4.062629093000122
20250411_080541,70280.55,102655.5,4.139342956105267,100682.0,4.059766184048497
20250411_080552,70290.58,102682.0,4.140411506629465,100701.0,4.060532314613017
20250411_080602,70300.61,102681.0,4.140371183968174,100589.5,4.056036337879128
20250411_080612,70310.65,102555.0,4.135290528645573,0.0,0.0
20250411_080622,70320.68,102648.5,4.139060697476234,100723.0,4.061419413161407
20250411_080632,70330.72,102603.0,4.137226016387516,100644.5,4.0582540842501045
20250411_080642,70340.74,102613.5,4.137649404331067,100675.5,4.059504086750109
20250411_080652,70350.78,102637.5,4.138617148202038,0.0,0.0
20250411_080702,70360.81,102606.0,4.137346984371388,100716.0,4.061137154532373
20250411_080712,70370.84,102690.5,4.140754249250434,100704.0,4.060653282596888
20250411_080722,70380.87,102606.5,4.137367145702034,100712.5,4.060996025217857
20250411_080732,70390.91,102615.0,4.137709888323003,100686.5,4.0599476360243045
20250411_080742,70400.94,102611.0,4.13754859767784,100723.5,4.061439574492052
20250411_080752,70410.97,102672.0,4.14000828001656,100720.5,4.0613186065081806
20250411_080802,70421.0,102590.0,4.136701821790741,0.0,0.0
20250411_080812,70431.04,102568.5,4.135834884572994,100692.5,4.060189571992048
20250411_080822,70441.07,102580.5,4.136318756508481,100633.0,4.057790373645264
20250411_080832,70451.1,102584.5,4.1364800471536425,100700.5,4.060512153282371
20250411_080842,70461.13,102622.0,4.137992146952036,100742.0,4.062185543725926
20250411_080852,70471.16,102684.0,4.140492151952046,100702.0,4.060572637274307
20250411_080902,70481.2,102678.0,4.140250215984302,100580.5,4.055673433927513
20250411_080912,70491.23,102613.0,4.137629243000421,100732.0,4.061782317113021
20250411_080922,70501.26,102574.0,4.136056659210093,100724.5,4.061479897153342
20250411_080932,70511.29,102637.0,4.138596986871393,100652.0,4.058556504209783
20250411_080942,70521.33,102578.0,4.136217949855254,100741.5,4.062165382395281
20250411_080952,70531.36,102569.0,4.13585504590364,100666.5,4.059141182798495
20250411_081002,70541.39,102603.5,4.137246177718162,100661.5,4.0589395694920425
20250411_081012,70551.43,102567.0,4.13577440058106,100731.0,4.061741994451731
20250411_081022,70561.46,102560.5,4.135512303282671,100611.0,4.0569032750968725
20250411_081032,70571.49,102647.0,4.139000213484298,100688.5,4.060028281346885
20250411_081042,70581.52,102657.0,4.139403440097203,0.0,0.0
