timestamp,elapsed_time,Test_fast_Dissolving_1_avg_intensity,Test_fast_Dissolving_1_std_intensity,Test_fast_Dissolving_1_min_intensity,Test_fast_Dissolving_1_max_intensity
15_11_14,428.35,218.97714642857142,2.541597332385137,198,235
15_11_16,430.46,219.22707142857143,3.10042669792138,203,237
15_11_18,432.53,218.16389642857143,2.408200001332077,197,232
15_11_20,434.64,217.98374642857144,2.9708398463808825,198,236
15_11_22,436.73,218.57558928571427,2.733405877007041,194,233
15_11_24,438.82,218.30613214285714,2.582511423782446,191,232
15_11_27,440.89,217.74780357142856,2.4044944146300784,195,231
15_11_29,443.01,218.27272142857143,2.6536783408476006,194,233
15_11_31,445.08,218.31936071428572,2.6373684432781648,203,233
15_11_33,447.18,218.31957142857144,2.462758868606092,197,231
15_11_35,449.26,218.64650357142858,3.7116064470582533,181,237
15_11_37,451.36,218.35893214285716,2.388264433126756,198,231
15_11_39,453.43,218.13323571428572,2.7199931121517675,200,233
15_11_41,455.54,218.34792857142858,2.9371030422190234,200,237
15_11_43,457.62,218.38100357142858,2.912481243346365,204,235
15_11_45,459.72,218.17270714285715,2.436565372452521,196,231
15_11_47,461.81,217.42714285714285,2.525566212530876,201,231
15_11_50,463.91,218.39502857142858,2.815713992027237,198,236
15_11_52,465.98,218.130975,2.9672833618269423,203,236
15_11_54,468.08,217.8657142857143,2.675360361002699,194,233
15_11_56,470.15,218.9134857142857,2.662729720433832,195,235
15_11_58,472.26,218.43129285714286,2.6312735998166046,194,233
15_12_00,474.35,218.3200642857143,2.464243203763768,194,232
15_12_02,476.44,217.75581785714286,3.256323530955201,199,237
15_12_04,478.51,219.06422142857141,2.834690188584125,196,236
15_12_06,480.65,218.62159642857142,2.654169231333728,199,236
15_12_08,482.70,218.40159642857142,2.605737273235754,197,232
15_12_10,484.80,218.69973214285713,2.9438810510172218,197,237
15_12_13,486.89,219.01442857142857,2.5299715615083134,196,233
15_12_15,488.98,218.60747142857142,3.585007456543067,199,240
15_12_17,491.06,218.31738214285716,2.7777638752824148,197,233
15_12_19,493.16,218.27821428571428,2.8330114638104864,195,233
15_12_21,495.24,217.75506071428572,2.568325141415717,200,232
15_12_23,497.34,218.66376785714286,2.68228209400577,199,233
15_12_25,499.42,218.16797142857143,2.9361235180879897,202,236
15_12_27,501.52,218.00408214285713,2.6948126983088896,198,232
15_12_29,503.60,219.17289285714287,3.3175282627635134,201,239
15_12_31,505.71,217.76651785714284,2.475559896922826,193,231
15_12_33,507.78,218.40554285714285,2.6399782179064295,194,235
15_12_36,509.89,218.27344642857142,2.4125435408331626,198,232
15_12_38,511.96,217.69201785714284,5.635440837082095,176,239
15_12_40,514.06,217.76184642857143,2.8768088752969394,193,234
15_12_42,516.14,218.20555357142857,2.502067976263712,196,234
15_12_44,518.24,218.30793214285714,2.443921601728543,201,232
15_12_46,520.32,218.06779285714285,3.2557537836803587,203,236
15_12_48,522.43,218.348475,2.4375538446983223,195,232
15_12_50,524.50,218.088725,2.538670071418863,203,232
15_12_52,526.61,218.48450714285715,2.723114545611405,198,234
15_12_54,528.68,219.28360714285714,3.839454368222556,200,239
15_12_56,530.78,218.044975,2.507598901215065,197,231
15_12_59,532.86,218.709625,2.6034798557651637,202,233
15_13_01,534.96,219.0820892857143,2.724441081453915,200,235
15_13_03,537.04,218.7268,2.750887709189786,198,234
15_13_05,539.14,218.41382857142858,2.3656280167155166,201,231
15_13_07,541.22,218.43235,2.6411905957757544,202,232
15_13_09,543.33,218.24064285714286,2.430453723283043,201,232
15_13_11,545.40,218.53752142857144,2.617063375966759,201,234
15_13_13,547.50,219.24405357142857,2.5240087157397264,201,234
15_13_15,549.59,217.84705714285715,2.563633286042706,199,232
15_13_17,551.68,218.92167142857141,2.6200068823324467,202,232
15_13_19,553.76,218.69536428571428,2.5222093368165317,201,234
15_13_22,555.86,218.69211071428572,4.4279083148689065,172,237
15_13_24,557.94,218.42728571428572,2.37996513865739,200,231
15_13_26,560.04,218.66191785714287,2.5132940323910673,190,232
15_13_28,562.12,218.79679285714286,2.6233320687259782,199,232
15_13_30,564.23,218.97229285714286,4.487705048234451,176,239
15_13_32,566.31,218.55527857142857,2.5550554916195267,200,232
15_13_34,568.41,218.25825714285713,2.9580621730436696,193,237
15_13_36,570.48,218.75478214285715,2.6842597388098284,200,234
15_13_38,572.58,218.559,2.609363168065561,201,233
15_13_40,574.66,217.56213214285714,2.2693651465228224,201,231
15_13_42,576.76,218.55654642857144,2.573019835299446,202,232
15_13_45,578.85,217.89976071428572,2.3892299895033844,202,232
15_13_47,580.95,218.03992857142856,2.6980162014838585,200,234
15_13_49,583.02,218.24197142857142,2.4859461778533487,203,233
15_13_51,585.13,217.50739285714286,2.7198153146240034,197,234
15_13_53,587.21,218.30769285714285,2.442128045655581,196,231
15_13_55,589.30,218.86629285714287,2.42581670487761,202,231
15_13_57,591.38,217.9679392857143,2.4973980681099857,201,235
15_13_59,593.49,218.29889285714285,2.6229860687948454,202,232
15_14_01,595.57,218.33395714285714,3.10339694959164,201,235
15_14_03,597.67,218.64681071428572,3.0597730144383597,202,237
15_14_05,599.75,218.299425,2.739180995574747,199,233
15_14_07,601.84,218.0792,2.5271961176653583,198,231
15_14_10,603.94,217.7679892857143,2.9339045704413484,199,235
15_14_12,606.02,218.45210714285713,2.5258136997140674,200,232
15_14_14,608.10,218.22084642857143,2.5147994235528066,204,233
15_14_16,610.20,218.130925,2.419533175476654,199,232
15_14_18,612.28,218.31892142857143,2.5705175648046814,201,232
15_14_20,614.39,219.07693928571427,2.6382174020727502,205,234
15_14_22,616.48,218.46118928571428,2.553017992751672,201,235
15_14_24,618.56,217.52464642857143,2.3184815805334664,199,231
15_14_26,620.64,218.0457607142857,2.6117554769376428,192,233
15_14_28,622.74,217.83945714285716,2.4518180408232015,201,234
15_14_30,624.82,218.23666785714286,2.4914652395088965,193,231
15_14_33,626.93,218.38890357142859,2.73275771454694,203,236
15_14_35,629.01,218.14181428571428,2.5475764662173517,197,232
15_14_37,631.11,218.3596357142857,2.9097504819650633,202,236
15_14_39,633.20,218.253,2.620595270435435,201,233
15_14_41,635.28,218.23855357142858,3.3160910799767747,201,238
15_14_43,637.36,218.41942142857144,2.5113897591568612,200,232
15_14_45,639.47,218.63766071428572,2.686759776975031,203,236
15_14_47,641.54,218.26512857142856,2.314801684942415,200,231
15_14_49,643.65,218.22965,3.4130396201814843,200,241
15_14_51,645.73,218.74935714285715,3.101339505696181,200,235
15_14_53,647.83,218.55164285714287,2.7811465032336895,203,234
15_14_56,649.91,218.11359642857144,2.5909401481732104,201,234
15_14_58,652.01,218.6875892857143,2.900023936334626,199,236
15_15_00,654.09,218.29159285714286,2.353522139858923,203,232
15_15_02,656.19,218.47096071428572,2.7315091861772895,201,233
15_15_04,658.27,218.18387142857142,2.6626286443578833,200,234
15_15_06,660.37,218.60192142857142,3.0927954104611226,196,236
15_15_08,662.44,217.94655,2.422618172924845,200,231
15_15_10,664.56,218.18250357142858,2.6909696108309764,201,234
15_15_12,666.64,217.96877142857142,2.571276043254058,193,232
15_15_14,668.73,218.9602607142857,2.96852104889663,202,236
15_15_16,670.82,217.98519642857144,2.4425203897353565,195,231
15_15_19,672.89,218.14858928571428,2.576159200082735,201,233
15_15_21,675.00,218.21891428571428,2.645543037654393,198,233
15_15_23,677.08,217.93042857142856,2.531050564327721,198,232
15_15_25,679.19,217.4039892857143,2.5163642593232582,189,231
15_15_27,681.25,218.50892142857143,2.6995566529335813,198,233
15_15_29,683.36,218.52654285714286,2.8848847052263595,201,237
15_15_31,685.44,218.21545714285713,2.621956672224087,195,234
15_15_33,687.54,218.5711142857143,3.338629943738073,188,238
15_15_35,689.61,217.99369642857144,2.3860890551848564,200,234
15_15_37,691.72,217.96226071428572,2.7253729816615775,193,232
15_15_39,693.81,218.14771428571427,2.5601119793748817,201,232
15_15_42,695.90,218.05308571428571,2.901495263494606,202,235
15_15_44,697.98,217.606125,2.452392778801523,199,234
15_15_46,700.08,217.33887142857142,2.731550137723626,195,233
15_15_48,702.16,218.24954285714287,2.7698013992018287,195,235
15_15_50,704.27,218.16457142857143,2.704357956925021,204,232
15_15_52,706.33,217.94151785714286,2.4447504655827017,200,231
15_15_54,708.44,218.07415357142858,2.6520082346055824,196,233
15_15_56,710.52,217.69798571428572,2.431340359277792,201,233
15_15_58,712.62,217.76634642857144,2.4932571083942934,194,232
15_16_00,714.69,218.42722142857144,2.607481624556146,199,232
15_16_02,716.80,218.43525,2.6104967251053415,198,233
15_16_05,718.88,217.87264285714286,2.8871256370095066,203,237
15_16_07,720.98,218.58682142857143,2.6596209256418937,197,232
15_16_09,723.07,218.460275,2.873945855703941,195,233
15_16_11,725.16,217.86494285714286,2.385701962500251,201,231
15_16_13,727.24,218.24758571428572,2.7137719979649684,201,234
15_16_15,729.34,218.02659285714284,2.4559781216930037,201,233
15_16_17,731.42,218.217925,2.550702588381288,200,233
15_16_19,733.53,218.28278928571427,2.5238883419720346,200,234
15_16_21,735.60,218.4756857142857,2.800472197647375,194,234
15_16_23,737.70,218.53284285714287,2.7133940113850787,203,234
15_16_25,739.78,218.52925357142857,2.6158680504050853,200,234
15_16_28,741.94,217.90493928571428,2.509740146600168,199,233
15_16_30,743.96,218.8147607142857,3.050793335913896,200,238
15_16_32,746.07,218.5035892857143,2.6706689857250696,200,232
15_16_34,748.14,218.25896785714286,2.6576835924425364,199,233
15_16_36,750.24,218.38664285714285,2.438197551680423,195,233
15_16_38,752.33,218.05537142857142,2.666080269777705,193,234
15_16_40,754.42,218.1321142857143,2.713144477975205,196,234
15_16_42,756.51,218.10633214285716,2.6198794772652056,195,232
15_16_44,758.60,218.86754285714287,3.728869720306733,199,239
15_16_46,760.69,217.71789642857144,2.529864423948183,198,232
15_16_48,762.79,218.64543214285715,2.9196439715135485,197,235
15_16_51,764.86,218.28928214285713,2.9267201509238943,194,237
15_16_53,766.96,218.10788214285714,2.5708532519870806,196,233
15_16_55,769.05,217.88479642857143,2.502954595784485,200,232
15_16_57,771.15,217.45287142857143,2.944954578458499,194,235
15_16_59,773.23,218.40064642857143,2.6545043140968287,201,233
15_17_01,775.32,218.93184285714287,2.7977460884265604,197,234
15_17_03,777.40,218.0456607142857,2.633540004692121,199,233
