timestamp,last_capture_time,crack_area,area_m2
20250408_143710,1360,1731421.0,4.277077207514252
20250408_143730,1370,1730599.0,4.2750466456436405
20250408_143750,1380,1730460.0,4.274703278125374
20250408_143811,1390,1730724.0,4.275355429383088
20250408_143831,1400,1732743.5,4.280344139477616
20250408_143851,1410,1731869.5,4.278185123571393
20250408_143911,1420,1732908.5,4.280751734013687
20250408_143931,1430,1734477.5,4.284627587511242
20250408_143952,1440,1727092.5,4.266384644184638
20250408_144012,1450,1732099.5,4.278753285651978
20250408_144032,1460,1731334.0,4.276862294031597
20250408_144052,1470,1735256.0,4.2865506926405255
20250408_144112,1480,1731415.0,4.277062385894759
20250408_144132,1490,1732498.0,4.279737688213339
20250408_144152,1500,1731335.0,4.276864764301512
20250408_144212,1510,1730780.5,4.275494999633319
20250408_144232,1520,1734494.0,4.284668346964849
20250408_144253,1530,1732623.0,4.280046471952788
20250408_144313,1540,1734474.5,4.284620176701495
20250408_144333,1550,1729725.5,4.272888864872376
20250408_144353,1560,1732152.0,4.278882974822546
20250408_144414,1570,1730644.5,4.2751590429248
20250408_144434,1580,1732411.0,4.279522774730683
20250408_144454,1590,1731021.0,4.276089099548018
20250408_144514,1600,1732347.0,4.279364677456085
20250408_144534,1610,1733725.0,4.282768709399763
20250408_144554,1620,1735032.0,4.285997352179434
20250408_144615,1630,1733453.5,4.282098031117681
20250408_144635,1640,1735054.5,4.286052933252535
20250408_144655,1650,1735050.0,4.286041817037915
20250408_144715,1660,1735457.5,4.287048452028516
20250408_144735,1670,1733485.5,4.28217707975498
20250408_144756,1680,1732157.0,4.278895326172123
20250408_144816,1690,1735791.5,4.287873522180322
20250408_144836,1700,1736526.0,4.28968793543332
20250408_144856,1710,1736890.5,4.290588348817551
20250408_144916,1720,1736813.0,4.290396902899093
20250408_144936,1730,1734661.0,4.285080882040752
20250408_144956,1740,1734759.0,4.285322968492479
20250408_145017,1750,1736210.0,4.2889073301399945
20250408_145037,1760,1734009.0,4.283470266055789
20250408_145057,1770,1734043.0,4.28355425523292
20250408_145117,1780,1735208.0,4.286432119684577
20250408_145137,1790,1734819.0,4.285471184687414
20250408_145157,1800,1736641.0,4.289972016473612
20250408_145217,1810,1732595.0,4.279977304395151
20250408_145238,1820,1733886.5,4.28316765799113
20250408_145258,1830,1734463.5,4.284593003732423
20250408_145318,1840,1733366.5,4.281883117635025
20250408_145338,1850,1740981.0,4.300692987907256
20250408_145358,1860,1735244.5,4.286522284536496
20250408_145418,1870,1735950.5,4.2882662950969
20250408_145438,1880,1733219.5,4.281519987957434
20250408_145458,1890,1737667.5,4.292507748541961
20250408_145518,1900,1738544.0,4.2946729401229735
20250408_145539,1910,1735884.0,4.2881020221475135
20250408_145559,1920,1737690.5,4.292564564750021
20250408_145619,1930,1735723.5,4.287705543826062
20250408_145639,1940,1739356.0,4.296678799294429
20250408_145659,1950,1739010.5,4.295825321038595
20250408_145719,1960,1737415.0,4.291884005388276
20250408_145941,1970,0.0,0.0
20250408_150001,1980,0.0,0.0
20250408_150021,1990,0.0,0.0
20250408_150042,2000,0.0,0.0
20250408_150102,2010,1474568.5,3.642582204021136
20250408_150122,2020,1479664.0,3.6551694643760055
20250408_150142,2030,1482110.0,3.66121174458953
20250408_150202,2040,1549285.5,3.827153361303994
20250408_150222,2050,1554980.5,3.8412215484732575
20250408_150242,2060,1557793.0,3.848169182610844
20250408_150303,2070,1561532.0,3.857405521825221
20250408_150323,2080,1561115.5,3.856376654405379
20250408_150343,2090,1564392.5,3.864471728918755
20250408_150403,2100,1564255.5,3.86413330194032
20250408_150423,2110,1566506.5,3.869693879520304
20250408_150443,2120,1566739.5,3.870269452410636
20250408_150503,2130,1569779.0,3.877777837819061
20250408_150523,2140,1565599.0,3.86745210957191
20250408_150544,2150,1567274.5,3.871591046815475
20250408_150604,2160,1571923.0,3.883074096518077
20250408_150624,2170,1573985.5,3.888169028218974
20250408_150644,2180,1572698.0,3.8849885557026567
20250408_150704,2190,1570585.0,3.879768875371023
20250408_150725,2200,1572914.5,3.885523369139381
20250408_150745,2210,1571228.5,3.8813584940617023
20250408_150805,2220,1571216.0,3.881327615687758
20250408_150825,2230,1576059.0,3.893291132888942
20250408_150845,2240,1571482.0,3.881984707485304
20250408_150905,2250,1572029.5,3.8833371802640873
20250408_150926,2260,1574291.0,3.888923695678186
20250408_150946,2270,1575366.5,3.891580470972399
20250408_151006,2280,1576980.5,3.895567486616155
20250408_151026,2290,1575788.5,3.892622924876776
20250408_151046,2300,1577617.0,3.8971398134174255
20250408_151106,2310,1578135.0,3.8984194132336993
20250408_151126,2320,1578699.5,3.899813880601048
20250408_151146,2330,1579633.0,3.902119877567247
20250408_151207,2340,1580020.5,3.903077107159537
20250408_151227,2350,1576387.5,3.894102616556212
20250408_151247,2360,1582760.0,3.9098444115932858
20250408_151307,2370,1578562.5,3.899475453622612
20250408_151327,2380,1579080.5,3.9007550534388855
20250408_151347,2390,1582022.0,3.908021352395583
20250408_151408,2400,1601099.0,3.9551466915752216
20250408_151428,2410,1583437.0,3.9115167843261376
20250408_151448,2420,1585075.0,3.915563086447868
20250408_151508,2430,1580133.5,3.9033562476599983
20250408_151528,2440,8262818.5,20.411391958499465
20250408_151548,2450,867916.0,2.143986784055952
20250408_151608,2460,3364899.5,8.312210003821198
20250408_151628,2470,1779289.0,4.395324087833535
20250408_151648,2480,1666992.5,4.117921422257904
20250408_151722,2490,1503983.5,3.7152451935881055
20250408_151742,2500,0.0,0.0
20250408_151756,2510,1502288.0,3.711056850946229
20250408_151822,2520,1528408.5,3.7755815362763
20250408_151842,2530,1528203.5,3.7750751309436046
20250408_151903,2540,1519654.5,3.7539567934352576
20250408_151923,2550,1523730.5,3.7640256136111874
20250408_151943,2560,1524603.5,3.766182159247494
20250408_152003,2570,1523480.5,3.763408046132291
20250408_152023,2580,1527786.0,3.774043793253847
20250408_152043,2590,1524421.0,3.7657313349878994
20250408_152104,2600,1524585.0,3.766136459254056
20250408_152124,2610,1531052.0,3.782111694798152
20250408_152144,2620,1526982.0,3.772057696241716
20250408_152204,2630,1530014.5,3.779548789760732
20250408_152225,2640,1527788.0,3.7740487337936783
20250408_152245,2650,1529362.5,3.7779381737757687
20250408_152305,2660,1529136.5,3.7773798927748463
20250408_152325,2670,1530750.0,3.781365673283645
20250408_152346,2680,1532725.5,3.7862456915018856
20250408_152406,2690,1527895.5,3.774314287809604
20250408_152426,2700,1529219.0,3.7775836900428814
20250408_152446,2710,1531132.5,3.782310551526357
20250408_152506,2720,1527964.0,3.7744835012988216
20250408_152527,2730,1528643.5,3.7761620497064623
20250408_152547,2740,1531474.0,3.7831541487025295
20250408_152607,2750,1530970.0,3.781909132665074
20250408_152627,2760,1529036.5,3.777132865783288
20250408_152647,2770,1526902.5,3.7718613097834273
20250408_152707,2780,1527044.5,3.77221208811144
20250408_152727,2790,1532483.5,3.7856478861823137
20250408_152748,2800,1535842.0,3.7939442876938094
20250408_152808,2810,1535721.0,3.793645385034024
20250408_152828,2820,1529419.0,3.778077744026
20250408_152848,2830,1531157.5,3.782372308274246
20250408_152908,2840,1529265.5,3.777698557593957
20250408_152929,2850,1530506.0,3.780762927424242
20250408_152949,2860,1531577.5,3.783409821638793
20250408_153009,2870,1528854.0,3.7766820415236935
20250408_153029,2880,1527027.0,3.772168858387917
20250408_153049,2890,1527063.5,3.772259023239836
20250408_153110,2900,1529708.5,3.7787928871665617
20250408_153130,2910,1526885.5,3.771819315194862
20250408_153150,2920,1528043.5,3.774679887757111
20250408_153210,2930,1530683.5,3.7812014003342576
20250408_153230,2940,1532760.0,3.786330915813973
20250408_153250,2950,1527482.0,3.773292831199509
20250408_153310,2960,1529781.0,3.7789719817354417
20250408_153331,2970,1531728.5,3.783782832396046
20250408_153351,2980,1526663.0,3.771269680138644
20250408_153411,2990,1529921.0,3.779317819523624
20250408_153431,3000,1533493.5,3.788142858797056
20250408_153451,3010,1531002.0,3.781988181302373
20250408_153512,3020,1530123.0,3.7798168140465727
20250408_153532,3030,1529122.0,3.777344073861071
20250408_153552,3040,1530447.0,3.780617181499223
20250408_153612,3050,1532306.0,3.785209413272297
20250408_153632,3060,1532363.0,3.7853502186574857
20250408_153652,3070,1533833.5,3.788982750568355
20250408_153712,3080,1529916.5,3.779306703309004
20250408_153733,3090,1530728.0,3.7813113273455023
20250408_153753,3100,1531490.0,3.7831936730211786
20250408_153813,3110,1533003.5,3.786932426538418
20250408_153833,3120,0.0,0.0
20250408_153853,3130,1529353.5,3.777915941346529
20250408_153913,3140,1533887.0,3.789114910008839
20250408_153934,3150,1527740.0,3.7739301608377303
20250408_153954,3160,1532696.0,3.786172818539376
20250408_154014,3170,1531699.5,3.7837111945684954
20250408_154034,3180,1529973.5,3.779447508694192
20250408_154054,3190,1535169.5,3.792283031175578
20250408_154114,3200,1534897.0,3.791609882623581
20250408_154134,3210,1528520.0,3.775856971371888
20250408_154155,3220,1534296.5,3.790126485539272
20250408_154215,3230,1529522.5,3.778333416962263
20250408_154235,3240,1535387.5,3.792821550017176
20250408_154255,3250,1533889.0,3.78911985054867
20250408_154315,3260,1528604.0,3.7760644740447966
20250408_154336,3270,1530848.0,3.781607759735372
20250408_154356,3280,1529502.0,3.778282776428993
20250408_154416,3290,1530468.0,3.7806690571674495
20250408_154436,3300,1539597.0,3.803220151226837
20250408_154456,3310,1532689.5,3.786156761784925
20250408_154516,3320,1531890.5,3.78418301612237
20250408_154536,3330,1534068.5,3.7895632639985175
20250408_154557,3340,1533718.0,3.788697434393105
20250408_154617,3350,1528973.5,3.776977238778606
20250408_154637,3360,1540690.5,3.80592139137953
20250408_154657,3370,1531302.5,3.782730497412006
20250408_154717,3380,1536982.5,3.796761630532537
20250408_154737,3390,1532046.5,3.7845683782292014
20250408_154757,3400,1530002.0,3.7795179113867854
20250408_154818,3410,1532670.0,3.7861085915215695
20250408_154838,3420,1537772.0,3.798711908630892
20250408_154858,3430,1529744.5,3.7788818168835223
20250408_154918,3440,1532745.0,3.7862938617652393
20250408_154939,3450,1537420.0,3.797842373620605
20250408_154959,3460,1533738.5,3.7887480749263744
20250408_155019,3470,1532380.0,3.78539221324605
20250408_155039,3480,1539296.0,3.8024765999822447
20250408_155059,3490,1538715.5,3.801042608296247
20250408_155119,3500,1533914.5,3.7891828424315177
20250408_155139,3510,1537076.0,3.796992600769644
20250408_155200,3520,1533303.0,3.7876722723781366
20250408_155220,3530,1534624.0,3.790935498936626
20250408_155240,3540,1535294.5,3.792591814915027
20250408_155300,3550,1530271.0,3.780182413994079
20250408_155320,3560,1535518.0,3.79314392024116
20250408_155341,3570,1533694.0,3.788638147915131
20250408_155401,3580,1532650.0,3.786059186123259
20250408_155421,3590,1535386.0,3.792817844612303
20250408_155441,3600,1530768.0,3.7814101381421255
20250408_155501,3610,1531410.5,3.78299728656289
20250408_155522,3620,1532908.5,3.7866977508964377
20250408_155542,3630,1533854.5,3.789034626236582
20250408_155602,3640,1532351.0,3.785320575418498
20250408_155622,3650,1534522.0,3.790683531405236
20250408_155642,3660,1531983.0,3.7844115160895626
20250408_155702,3670,1524782.5,3.766624337562384
20250408_155723,3680,1534673.5,3.791057777297448
20250408_155743,3690,1536053.0,3.7944655146459993
20250408_155803,3700,1531456.5,3.783110918979007
20250408_155823,3710,1532762.5,3.786337091488762
20250408_155844,3720,1531835.5,3.784047151277013
20250408_155904,3730,1532808.0,3.7864494887699216
20250408_155924,3740,1536809.0,3.796333038702182
20250408_155944,3750,1531843.0,3.784065678301381
20250408_160005,3760,1531643.5,3.783572859453221
20250408_160025,3770,1531614.5,3.783501221625669
20250408_160045,3780,1535744.0,3.7937022012420822
20250408_160105,3790,1530118.5,3.779805697831952
20250408_160125,3800,1536143.5,3.79468907407336
20250408_160146,3810,1533263.5,3.787574696716471
20250408_160206,3820,1533778.0,3.78884565058804
20250408_160226,3830,1537888.0,3.7989984599411
20250408_160246,3840,1530660.0,3.781143348991242
20250408_160306,3850,1530097.5,3.779753822163725
20250408_160327,3860,1533784.5,3.788861707342492
20250408_160347,3870,1529864.5,3.7791782492733934
20250408_160407,3880,1537355.5,3.79768304121105
20250408_160427,3890,1532348.5,3.785314399743709
20250408_160447,3900,1532562.0,3.7858418023706872
20250408_160508,3910,1534645.5,3.790988609739811
20250408_160528,3920,1535510.0,3.7931241580818353
20250408_160548,3930,1533657.5,3.788547983063212
20250408_160608,3940,1533708.0,3.788672731693949
20250408_160629,3950,1529649.5,3.7786471412415423
20250408_160649,3960,1536654.5,3.795951382000224
20250408_160709,3970,1533138.5,3.787265912977023
20250408_160729,3980,1536963.5,3.79671469540414
20250408_160749,3990,1534634.0,3.790960201635782
20250408_160809,4000,1535453.0,3.792983352696647
20250408_160830,4010,1530203.0,3.7800144356398193
20250408_160850,4020,1531980.5,3.784405340414774
20250408_160910,4030,1534325.5,3.790198123366824
20250408_160930,4040,1533631.0,3.7884825209104487
20250408_160950,4050,1531674.5,3.783649437820604
20250408_161011,4060,1537175.0,3.797237157491286
20250408_161031,4070,1537407.5,3.797811495246661
20250408_161051,4080,1532777.0,3.7863729104025374
20250408_161111,4090,1536259.5,3.794975625383567
20250408_161131,4100,1534230.0,3.789962212589885
20250408_161151,4110,1533588.0,3.788376299304079
20250408_161212,4120,1533606.5,3.7884219992975168
20250408_161232,4130,1534237.0,3.789979504479294
20250408_161252,4140,1530849.0,3.781610230005288
20250408_161312,4150,1539527.0,3.803047232332745
20250408_161332,4160,1530246.5,3.780121892381147
20250408_161352,4170,1536525.5,3.795632717181113
20250408_161412,4180,1536517.5,3.795612955021789
20250408_161432,4190,1538504.0,3.800520146209101
20250408_161452,4200,1533121.5,3.7872239183884577
20250408_161513,4210,1534885.0,3.7915802393845937
20250408_161533,4220,1530738.0,3.781336030044658
20250408_161553,4230,1536445.5,3.7954350955878655
20250408_161613,4240,1531232.5,3.782557578517916
20250408_161634,4250,1530873.5,3.78167075161822
20250408_161654,4260,1534599.0,3.790873742188736
20250408_161714,4270,1536411.5,3.795351106410736
20250408_161734,4280,1533693.0,3.788635677645215
20250408_161754,4290,1536526.5,3.795635187451029
20250408_161815,4300,1532950.0,3.7868002670979344
20250408_161835,4310,1535819.5,3.793888706620709
20250408_161855,4320,1535349.5,3.792727679760384
20250408_161915,4330,1538113.5,3.799555505807064
20250408_161935,4340,1543615.5,3.81314693088262
20250408_161955,4350,1531603.5,3.783474048656598
20250408_162016,4360,1533127.0,3.787237504872994
20250408_162036,4370,1535701.0,3.793595979635712
20250408_162056,4380,1538891.0,3.801476140666432
20250408_162116,4390,1533900.0,3.789147023517742
20250408_162137,4400,1532930.5,3.7867520968345807
20250408_162157,4410,1538045.0,3.7993862923178474
20250408_162217,4420,1534843.5,3.791477723183097
20250408_162237,4430,1536200.5,3.794829879458548
20250408_162257,4440,1536479.5,3.795519084764997
20250408_162318,4450,1535022.0,3.7919186663630295
20250408_162338,4460,1534987.0,3.791832206915984
20250408_162358,4470,1536986.5,3.7967715116121994
20250408_162418,4480,1545543.5,3.81790961127987
20250408_162438,4490,1535158.5,3.7922558582065062
20250408_162458,4500,1539432.5,3.8028137918257214
20250408_162519,4510,1535425.0,3.792914185139011
20250408_162539,4520,1542639.0,3.8107347123100497
20250408_162559,4530,1541660.0,3.808316318062691
20250408_162620,4540,1538618.5,3.800802992114435
20250408_162640,4550,1540731.5,3.8060226724460686
20250408_162700,4560,1533243.5,3.78752529131816
20250408_162720,4570,1537175.0,3.797237157491286
20250408_162740,4580,1539178.5,3.802186343267163
20250408_162800,4590,1539633.5,3.8033103160787554
20250408_162821,4600,1534684.0,3.7910837151315615
20250408_162841,4610,1537677.5,3.798478468123869
20250408_162901,4620,1534758.0,3.791266515105314
20250408_162921,4630,1541379.5,3.8076234073513686
20250408_162941,4640,1537327.5,3.7976138736534137
20250408_163001,4650,1535489.5,3.793073517548566
20250408_163021,4660,1535197.5,3.792352198733215
20250408_163042,4670,1534296.0,3.7901252504043135
20250408_163102,4680,1537008.5,3.7968258575503415
20250408_163122,4690,1537045.0,3.796916022402261
20250408_163142,4700,1535988.5,3.794306182236443
20250408_163203,4710,1539098.0,3.801987486538959
20250408_163223,4720,1534391.5,3.790361161181252
20250408_163243,4730,1532226.5,3.785013026814008
20250408_163303,4740,1534433.0,3.790463677382749
20250408_163323,4750,1534131.0,3.789717655868242
20250408_163343,4760,1534839.0,3.7914666069684775
20250408_163403,4770,1535582.0,3.793302017515758
20250408_163423,4780,1534808.5,3.791391263736052
20250408_163444,4790,0.0,0.0
20250408_163504,4800,1533463.0,3.7880675155646304
20250408_163524,4810,1536159.0,3.794727363257051
20250408_163545,4820,1540242.0,3.804813475322389
20250408_163605,4830,1537585.0,3.798249968156677
20250408_163625,4840,0.0,0.0
20250408_163645,4850,1540183.0,3.80466772939737
20250408_163706,4860,1532627.0,3.786002369915201
20250408_163726,4870,1542583.0,3.810596377194777
20250408_163746,4880,1540429.0,3.805275415796604
20250408_163806,4890,1542645.5,3.810750769064501
20250408_163826,4900,1538050.0,3.799398643667424
20250408_163846,4910,1538864.0,3.801409443378712
20250408_163906,4920,1538134.0,3.799606146340334
20250408_163926,4930,1534551.0,3.790755169232788
20250408_163947,4940,1539214.5,3.802275272984125
20250408_164007,4950,1538914.5,3.801534192009449
20250408_164027,4960,1536991.0,3.7967826278268175
20250408_164047,4970,1536187.0,3.794796530814687
20250408_164107,4980,1535702.0,3.793598449905628
20250408_164128,4990,1536096.5,3.794572971387327
20250408_164148,5000,1533802.5,3.788906172200972
20250408_164208,5010,1538378.5,3.800210127334695
20250408_164228,5020,1536368.5,3.795244884804366
20250408_164248,5030,1531959.5,3.7843534647465455
20250408_164309,5040,1533934.0,3.789231012694872
20250408_164329,5050,1537179.0,3.797247038570949
20250408_164349,5060,1541205.0,3.807192345251099
20250408_164409,5070,1547010.5,3.821533497246034
20250408_164429,5080,1539568.0,3.803148513399284
20250408_164449,5090,1534563.0,3.790784812471775
20250408_164510,5100,1535587.0,3.793314368865336
20250408_164530,5110,1539241.0,3.802340735136888
20250408_164550,5120,1536730.0,3.7961378873788503
20250408_164610,5130,1540450.5,3.805328526599789
20250408_164630,5140,1539635.0,3.803314021483629
20250408_164651,5150,0.0,0.0
20250408_164711,5160,1536183.0,3.794786649735025
20250408_164731,5170,1534883.5,3.791576533979721
20250408_164751,5180,1536107.5,3.7946001443563984
20250408_164812,5190,1536037.0,3.794425990327349
20250408_164832,5200,1540035.0,3.804302129449863
20250408_164852,5210,1534471.5,3.790558782774499
20250408_164912,5220,1535495.0,3.7930871040331016
20250408_164932,5230,1531985.5,3.784417691764352
20250408_164953,5240,1538150.5,3.799646905793941
20250408_165013,5250,1536908.0,3.796577595423825
20250408_165033,5260,1548262.0,3.824625040045391
20250408_165053,5270,1540343.5,3.8050642077188215
20250408_165113,5280,1534072.5,3.789573145078181
20250408_165133,5290,1535841.5,3.793943052558852
20250408_165154,5300,1539199.0,3.802236983800433
20250408_165214,5310,1534862.5,3.791524658311493
20250408_165234,5320,1537155.0,3.797187752092975
20250408_165254,5330,1535146.0,3.792224979832562
20250408_165314,5340,1534817.5,3.791413496165292
20250408_165334,5350,1539317.5,3.8025297107854303
20250408_165355,5360,1541231.5,3.807257807403862
20250408_165415,5370,1537307.0,3.797563233120144
20250408_165435,5380,1537408.5,3.797813965516576
20250408_165455,5390,1534535.5,3.790716880049097
20250408_165515,5400,1538645.5,3.800869689402156
20250408_165536,5410,1536809.0,3.796333038702182
20250408_165556,5420,1542847.5,3.8112497635874494
20250408_165616,5430,1538450.5,3.800387986768617
20250408_165636,5440,1542650.0,3.8107618852791214
20250408_165656,5450,1536976.0,3.796745573778085
20250408_165717,5460,1533314.5,3.787700680482166
20250408_165737,5470,1534918.5,3.7916629934267663
20250408_165757,5480,1539349.0,3.802607524287771
20250408_165817,5490,1539396.0,3.8027236269738034
20250408_165837,5500,1533480.5,3.788110745288153
20250408_165858,5510,1539106.0,3.802007248698283
20250408_165918,5520,1538305.5,3.800029797630856
20250408_165938,5530,1532498.5,3.785684940231048
20250408_165958,5540,1536843.0,3.796417027879312
20250408_170018,5550,1536413.0,3.79535481181561
20250408_170038,5560,1538101.5,3.799525862568077
20250408_170058,5570,1538019.5,3.799323300434999
20250408_170119,5580,1534049.5,3.7895163288701217
20250408_170139,5590,1540059.0,3.804361415927837
20250408_170159,5600,1536892.0,3.796538071105176
20250408_170219,5610,1535270.0,3.792531293302095
20250408_170239,5620,1542307.5,3.809915817833033
20250408_170300,5630,1536031.5,3.7944124038428138
20250408_170320,5640,1533721.0,3.788704845202852
20250408_170340,5650,1533297.5,3.787658685893601
20250408_170400,5660,1534762.0,3.791276396184977
20250408_170420,5670,1538433.0,3.8003447570450937
20250408_170440,5680,1544575.5,3.815518390001583
20250408_170500,5690,0.0,0.0
20250408_170520,5700,1535381.5,3.7928067283976814
20250408_170540,5710,1534160.5,3.789790528830752
20250408_170600,5720,1535233.0,3.7924398933152177
20250408_170621,5730,1535735.5,3.7936812039478
20250408_170641,5740,1538550.0,3.8006337786252176
20250408_170701,5750,1540789.0,3.8061647129662153
20250408_170721,5760,1535190.5,3.7923349068438057
20250408_170741,5770,1541563.0,3.808076701880879
20250408_170802,5780,1536963.0,3.796713460269182
20250408_170822,5790,1539096.5,3.801983781134085
20250408_170842,5800,1544526.0,3.815396111640761
20250408_170902,5810,1533952.0,3.789275477553352
