pathlength,0.0025R,0.0025G,0.0025B,0.0025R_abs,0.0025G_abs,0.0025B_abs,0.005R,0.005G,0.005B,0.005R_abs,0.005G_abs,0.005B_abs,0.01R,0.01G,0.01B,0.01R_abs,0.01G_abs,0.01B_abs,0.015R,0.015G,0.015B,0.015R_abs,0.015G_abs,0.015B_abs,0.02R,0.02G,0.02B,0.02R_abs,0.02G_abs,0.02B_abs,0.025R,0.025G,0.025B,0.025R_abs,0.025G_abs,0.025B_abs,0.03R,0.03G,0.03B,0.03R_abs,0.03G_abs,0.03B_abs,0.035R,0.035G,0.035B,0.035R_abs,0.035G_abs,0.035B_abs,0.045R,0.045G,0.045B,0.045R_abs,0.045G_abs,0.045B_abs,0.05R,0.05G,0.05B,0.05R_abs,0.05G_abs,0.05B_abs,blankR,blankG,blankB
10.03048780487805,7786.666666666667,24544.0,15210.666666666666,0.02597884238585431,0.017751415365010417,0.03537078818352078,6922.666666666667,21722.666666666668,11893.333333333334,0.07705700570594103,0.07078361961163727,0.14221544631518798,6208.0,20608.0,9157.333333333334,0.12437871785642178,0.09366091195417926,0.25575001420243215,5205.333333333333,16368.0,6560.0,0.20088188050359967,0.19370114126581242,0.4006151979239507,4448.0,15637.333333333334,4922.666666666667,0.26916564753255273,0.21353406372854467,0.5253186083374366,4544.0,15786.666666666666,4469.333333333333,0.25989210340359137,0.20940631863869646,0.5672762907330722,3429.3333333333335,13040.0,3280.0,0.3821207252460694,0.29241916623799596,0.701645193587932,3685.3333333333335,13632.0,3226.6666666666665,0.35085365079609304,0.2731371802112725,0.7087649347108799,3477.3333333333335,13082.666666666666,2986.6666666666665,0.37608410243837126,0.29100048149124935,0.7423322823571483,1978.6666666666667,7861.333333333333,1509.3333333333333,0.6209577885552456,0.5122005461746023,1.0387338738390586,8266.666666666666,25568.0,16501.333333333332
10.091463414634147,7770.666666666667,24773.333333333332,15130.666666666666,0.030777196953839098,0.013531091051594415,0.04101677505697058,6853.333333333333,21765.333333333332,11978.666666666666,0.0853336210565159,0.06975021460798406,0.1424663589273839,6176.0,20778.666666666668,9034.666666666666,0.13052818933241184,0.08989786117467699,0.2649627048581347,5130.666666666667,16405.333333333332,6501.333333333333,0.21106167668601622,0.19253047825186154,0.40787240523444096,4389.333333333333,15509.333333333334,4928.0,0.2788369135115594,0.2169224071942547,0.5282041396327162,4496.0,15829.333333333334,4544.0,0.26840917409908693,0.20805291277426546,0.5634365160861228,3392.0,13050.666666666666,3232.0,0.39077963307541536,0.29188284002946574,0.7114034866865366,3664.0,13514.666666666666,3210.6666666666665,0.3572800116642788,0.2767101988338324,0.7142796195949983,3450.6666666666665,13093.333333333334,2949.3333333333335,0.3833324680551289,0.2904653129222677,0.7511509795481246,1930.6666666666667,7696.0,1477.3333333333333,0.6355281781906634,0.5212504782877607,1.0513963417883743,8341.333333333334,25557.333333333332,16629.333333333332
10.152439024390244,7696.0,24682.666666666668,15056.0,0.032184683371401235,0.015847887095875233,0.04718586476630092,6832.0,21850.666666666668,11674.666666666666,0.08390188472020917,0.06877527342244484,0.1576509813452886,6192.0,20501.333333333332,9114.666666666666,0.12661879472632165,0.09645785837907951,0.2651546801924835,5221.333333333333,16570.666666666668,6496.0,0.20066832266175766,0.18889998412061276,0.41224945461636375,4373.333333333333,15573.333333333334,4826.666666666667,0.2776371620811788,0.2158583859271689,0.541248163708017,4490.666666666667,15616.0,4522.666666666667,0.26613892296524594,0.21467016498923297,0.5695008906565064,3344.0,12938.666666666666,3189.3333333333335,0.394183473634179,0.2963504408450331,0.7211955589248095,3653.3333333333335,13392.0,3168.0,0.35576044297246984,0.2813945246626648,0.7241102979320267,3450.6666666666665,13088.0,2885.3333333333335,0.3805467337961951,0.2913666789846018,0.7646994778066508,1882.6666666666667,7738.666666666667,1413.3333333333333,0.6436763090770729,0.5195738249378513,1.0746508689764125,8288.0,25600.0,16784.0
10.213414634146341,7744.0,24501.333333333332,15040.0,0.029204839364483575,0.021666214541339154,0.04806144547023937,6821.333333333333,21728.0,11866.666666666666,0.0843009112499046,0.0738361807362011,0.15098053847265017,6096.0,20394.666666666668,8981.333333333334,0.13312522533327675,0.10133932179628398,0.2719684666259698,5216.0,16448.0,6544.0,0.20083260094095703,0.19474283602142706,0.40946599106259624,4384.0,15578.666666666666,4832.0,0.2762996381885081,0.2183256484267967,0.5411823561127874,4432.0,15605.333333333334,4469.333333333333,0.2715704319444475,0.21758288361105438,0.575066535159324,3354.6666666666665,12714.666666666666,3168.0,0.3925208102832896,0.3065509543321477,0.7245241088084069,3642.6666666666665,13440.0,3157.3333333333335,0.35675075204702594,0.2824566646188023,0.7259888470666807,3514.6666666666665,13056.0,2853.3333333333335,0.3722860411345486,0.29504579192682284,0.7699567717683721,1829.3333333333333,7648.0,1440.0,0.655877335685788,0.5273080540685652,1.066946789630613,8282.666666666666,25754.666666666668,16800.0
10.274390243902438,7760.0,24298.666666666668,15152.0,0.023810874177819047,0.02518354601824883,0.04539045526994819,6805.333333333333,21562.666666666668,11829.333333333334,0.08082319311460164,0.07706352009163726,0.15290014717974276,6154.666666666667,20341.333333333332,8938.666666666666,0.12446805868003254,0.10238657271532477,0.2745876746986263,5146.666666666667,16597.333333333332,6533.333333333333,0.20214655415595256,0.1907276731076603,0.41072560029233274,4346.666666666667,15445.333333333334,4768.0,0.27551625875976854,0.2219687039002023,0.5475241701969663,4448.0,15669.333333333334,4378.666666666667,0.2655078168620064,0.2157154699710739,0.5845185318734433,3290.6666666666665,12842.666666666666,3141.3333333333335,0.3963887034665035,0.3021107788395247,0.7287463942057824,3610.6666666666665,13450.666666666666,3125.3333333333335,0.35608519881460093,0.2820221791882488,0.7309640729747934,3429.3333333333335,12928.0,2800.0,0.378462894575523,0.29923464593106297,0.7787023855869272,1802.6666666666667,7573.333333333333,1424.0,0.6577571672220904,0.5314789170422551,1.072350427628309,8197.333333333334,25749.333333333332,16821.333333333332
10.335365853658537,7813.333333333333,24389.333333333332,15024.0,0.024774173123476656,0.022214660296676608,0.04561871616041993,6826.666666666667,21690.666666666668,11744.0,0.08340182816573656,0.07314168927277089,0.15258824851046035,6144.0,20272.0,9008.0,0.12915931872641173,0.1025179920742547,0.26777591357518465,5082.666666666667,16341.333333333334,6490.666666666667,0.2115188971752785,0.1961271007167921,0.4101149849161283,4314.666666666667,15482.666666666666,4736.0,0.28266327620133264,0.21956882584568477,0.5469925973675923,4448.0,15712.0,4405.333333333333,0.2694457471758662,0.21318311917074634,0.5784255158258111,3296.0,12858.666666666666,3061.3333333333335,0.3996233227247891,0.3002186512999048,0.7364936707482198,3562.6666666666665,13365.333333333334,3130.6666666666665,0.3658353353380593,0.28343479501922725,0.7267674618985789,3354.6666666666665,12746.666666666666,2832.0,0.39196115236833606,0.30401796072922077,0.7703110420647242,1770.6666666666667,7504.0,1424.0,0.6694737141095687,0.5341217642426128,1.0688943017816182,8272.0,25669.333333333332,16688.0
10.396341463414634,7765.333333333333,24282.666666666668,14976.0,0.027730341945151338,0.02085759097516391,0.04839421224227474,6778.666666666667,22058.666666666668,11776.0,0.08674616636816149,0.06257471119746767,0.15279224664288107,6106.666666666667,20330.666666666668,8976.0,0.13208623024626281,0.09800234931706496,0.2707071997242186,5066.666666666667,16426.666666666668,6405.333333333333,0.2131681116333219,0.19060452478290954,0.4172483082971364,4277.333333333333,15466.666666666666,4693.333333333333,0.2867173486380062,0.21675724338439775,0.5523086435498737,4496.0,15621.333333333334,4373.333333333333,0.2650641422974273,0.21243586960175512,0.5829774633163257,3269.3333333333335,12794.666666666666,3034.6666666666665,0.4034312424037546,0.29912499331552317,0.7416790493049712,3520.0,13141.333333333334,3040.0,0.37134778138030095,0.2875145377909659,0.7409164600275511,3365.3333333333335,12778.666666666666,2789.3333333333335,0.39086235767803534,0.29966842756608003,0.7782896268327681,1786.6666666666667,7488.0,1392.0,0.6658469098853244,0.5317881334895673,1.0801508083617615,8277.333333333334,25477.333333333332,16741.333333333332
10.457317073170731,7696.0,24378.666666666668,14997.333333333334,0.03497041763033505,0.021501365349631433,0.044163804334728926,6757.333333333333,21978.666666666668,11685.333333333334,0.09146013384038787,0.06650997211437389,0.15253674312180998,6037.333333333333,20234.666666666668,8858.666666666666,0.14039032187157666,0.10241526008631838,0.27280948823112083,5050.666666666667,16170.666666666666,6405.333333333333,0.21788676972055576,0.19978338967894627,0.4136361132796093,4202.666666666667,15328.0,4682.666666666667,0.2977105312342739,0.2230258228407553,0.5496846047764127,4368.0,15578.666666666666,4362.666666666667,0.2809528469634107,0.21598102966541244,0.5804258170111923,3354.6666666666665,12688.0,3013.3333333333335,0.3955861032785603,0.3051181446016959,0.7411306728630768,3530.6666666666665,13226.666666666666,3061.3333333333335,0.3733787592841293,0.2870609058127459,0.7342672282845417,3317.3333333333335,12645.333333333334,2773.3333333333335,0.40044636403301054,0.30658103266077397,0.7771757770477161,1754.6666666666667,7477.333333333333,1397.3333333333333,0.6770408507738549,0.5347645730083224,1.0748778293627699,8341.333333333334,25616.0,16602.666666666668
10.51829268292683,7754.666666666667,24394.666666666668,14816.0,0.028047391290585928,0.022119701406628736,0.050004560875243124,6709.333333333333,21824.0,11728.0,0.09093115670435485,0.07048023663723589,0.15151157291604944,6106.666666666667,20202.666666666668,8821.333333333334,0.1318063111376981,0.10400589134612266,0.27520129706031193,5002.666666666667,16362.666666666666,6464.0,0.21840895943454045,0.1955605064004151,0.41023418244657245,4176.0,15274.666666666666,4650.666666666667,0.29685003575566155,0.22544284804154052,0.5532203173442726,4400.0,15477.333333333334,4224.0,0.2741578492636798,0.21971845357564138,0.5950116206873464,3296.0,12608.0,3008.0,0.3996233227247891,0.30876838946814067,0.7424576982934975,3546.6666666666665,13232.0,2976.0,0.36779015251050035,0.28778909740514935,0.747102603339261,3285.3333333333335,12634.666666666666,2757.3333333333335,0.4010310856491795,0.30785080095459344,0.7802462591828973,1738.6666666666667,7520.0,1365.3333333333333,0.6773941977456659,0.5331967490219786,1.0854968369649902,8272.0,25669.333333333332,16624.0
10.579268292682926,7776.0,24634.666666666668,14864.0,0.026013432364917995,0.01894935543326463,0.053449240104213556,6645.333333333333,21877.333333333332,11733.333333333334,0.09425291402372302,0.0705016616474639,0.1561635279953115,6112.0,20165.333333333332,8885.333333333334,0.13058633871550263,0.10589064031727574,0.27691121174674893,5013.333333333333,16357.333333333334,6346.666666666667,0.21664310274717513,0.19678354169732584,0.42303924742498694,4160.0,15301.333333333334,4650.666666666667,0.2976763536563934,0.22576676943381294,0.5580697238849505,4357.333333333333,15461.333333333334,4250.666666666667,0.27754889981445835,0.2212491023248139,0.5971278874214053,3253.3333333333335,12554.666666666666,2890.6666666666665,0.40444112133610677,0.3116908591723955,0.7645869222791308,3498.6666666666665,13253.333333333334,2976.0,0.37286711697121355,0.2881709246104604,0.7519520098799389,3253.3333333333335,12677.333333333334,2720.0,0.40444112133610677,0.3074681359516311,0.7910160327195813,1728.0,7456.0,1338.6666666666667,0.6792259461402617,0.5379901462701487,1.0989124873364795,8256.0,25733.333333333332,16810.666666666668
